id_anime,title,genres,score
4198,Koutetsu Jeeg,"Action,Sci-Fi,Mecha,Mythology,Shounen",7.02
33299,Magic-Kyun! Renaissance,"Romance,Idols (Male),Music,School,Showbiz,Visual Arts",7.02
5030,Maria†Holic,"Comedy,Girls Love,Crossdressing,Parody,School",7.02
34209,Meiji Tokyo Renka,"Romance,Supernatural,Historical,Reverse Harem,Time Travel,Shoujo",7.02
2369,Rental Magica,"Fantasy,Mystery,Supernatural",7.02
11751,Senki Zesshou Symphogear,"Action,Sci-Fi,Idols (Female),Music",7.02
35540,Slow Start,"Comedy,Slice of Life,CGDCT,School",7.02
33589,ViVid Strike!,"Action,Drama,Martial Arts",7.02
21085,Witch Craft Works,"Action,Fantasy,Supernatural,Seinen",7.02
36726,Yuragi-sou no Yuuna-san,"Comedy,Romance,Supernatural,Ecchi,Harem,Shounen",7.02
7761,Masuda Kousuke Gekijou Gag Manga Biyori +,"Comedy,Gag Humor",7.01
50012,Meitantei Conan: Zero no Tea Time,"Slice of Life,Detective,Shounen",7.01
1688,Nanatsu-iro★Drops,"Romance,Mahou Shoujo,School",7.01
12119,Natsu-iro Kiseki,"Slice of Life,Supernatural,School",7.01
48252,"Ore, Tsushima","Comedy,Slice of Life,Pets,Seinen",7.01
2604,Sky Girls,"Sci-Fi,Mecha,Military",7.01
36475,Sword Art Online Alternative: Gun Gale Online,"Action,Military,Video Game",7.01
22687,Terra Formars,"Action,Drama,Horror,Sci-Fi,Gore,Space,Survival,Seinen",7.01
3317,Uchuusen Sagittarius,"Adventure,Sci-Fi",7.01
21439,Uta no☆Prince-sama♪ Maji Love Revolutions,"Comedy,Romance,Idols (Male),Music,Reverse Harem,School,Shoujo",7.01
41226,Uzaki-chan wa Asobitai!,"Comedy,Ecchi,Romantic Subtext",7.01
32899,Watashi ga Motete Dousunda,"Comedy,Romance,Otaku Culture,Reverse Harem,School,Shoujo",7.01
19383,Yami Shibai,"Avant Garde,Horror,Supernatural",7.01
284,Area 88 (TV),"Action,Drama,Romance,Military,Shounen",7.01
32313,Concrete Revolutio: Choujin Gensou - The Last Song,"Action,Drama,Fantasy,Mystery,Sci-Fi,Supernatural,Mythology,Super Power",7.01
6747,Dance in the Vampire Bund,"Action,Drama,Romance,Supernatural,Vampire,Seinen",7.01
11785,Haiyore! Nyaruko-san,"Comedy,Sci-Fi,Parody",7.01
247,Harukanaru Toki no Naka de: Hachiyou Shou,"Fantasy,Supernatural,Historical,Isekai,Mythology,Reverse Harem,Time Travel,Shoujo",7.01
1592,Hataraki Man,"Comedy,Drama,Romance,Slice of Life,Workplace,Seinen",7.01
1180,Hyper Police,"Action,Comedy,Romance,Sci-Fi,Detective",7.01
3418,Jungle no Ouja Taa-chan,"Action,Comedy,Gag Humor,Parody",7.01
3616,Kamen no Maid Guy,"Action,Comedy,Ecchi,Super Power,Shounen",7.01
9013,Kuruneko 2nd Season,"Comedy,Slice of Life,Pets",7.01
1184,Lost Universe,"Adventure,Comedy,Drama,Sci-Fi,Space,Shounen",7.01
971,Astro Boy: Tetsuwan Atom,"Action,Adventure,Sci-Fi,Mecha,Super Power,Kids,Shounen",7.00
1045,Elf wo Karu Mono-tachi,"Adventure,Comedy,Fantasy,Ecchi,Isekai,Shounen",7.00
1179,Gakuen Senki Muryou,"Adventure,Sci-Fi,Supernatural,Mecha,Space,Shounen",7.00
384,Gantz,"Action,Drama,Horror,Sci-Fi,Supernatural,Ecchi,Gore,Psychological,Survival",7.00
39463,Gleipnir,"Action,Mystery,Supernatural,Ecchi,Seinen",7.00
8206,Hime Chen! Otogi Chikku Idol Lilpri,Shoujo,7.00
36548,Kokkoku,"Drama,Mystery,Supernatural,Psychological,Seinen",7.00
41530,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) 2nd Season - Kakusei Zenya,"Drama,Suspense,Mahou Shoujo,Psychological",7.00
41556,Maiko-san Chi no Makanai-san,"Comedy,Gourmet,Slice of Life,Educational,Iyashikei,Workplace,Shounen",7.00
6262,Manga Sekai Mukashibanashi,"Adventure,Drama,Fantasy,Historical",7.00
30307,Monster Musume no Iru Nichijou,"Comedy,Fantasy,Romance,Ecchi,Anthropomorphic,Harem,Seinen",7.00
31722,Nanatsu no Taizai: Seisen no Shirushi,"Action,Adventure,Fantasy,Shounen",7.00
4662,Neo Angelique Abyss: Second Age,"Adventure,Fantasy,Reverse Harem,Shoujo",7.00
616,Nurse Angel Ririka SOS,"Drama,Fantasy,Shoujo",7.00
5520,Onegai My Melody Sukkiri♪,"Comedy,Fantasy",7.00
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy,Otaku Culture",7.00
4191,Popolocrois Monogatari,"Adventure,Fantasy",7.00
40763,Show By Rock!! Mashumairesh!!,"Comedy,Music",7.00
5307,Sora wo Kakeru Shoujo,"Adventure,Comedy,Sci-Fi,Space",7.00
3455,To LOVE-Ru,"Comedy,Romance,Sci-Fi,Ecchi,Harem,School,Shounen",7.00
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"Comedy,Otaku Culture,School",7.00
32230,Xi You Ji,"Adventure,Fantasy",7.00
2805,Onegai! Samia Don,"Comedy,Fantasy,Slice of Life,Kids",6.99
907,Princess Princess,"Comedy,Drama,Crossdressing,School,Shoujo",6.99
37569,Sirius,"Action,Supernatural,Historical,Vampire",6.99
3486,Yuusha Tokkyuu Might Gaine,"Action,Adventure,Sci-Fi,Mecha",6.99
230,Air Master,"Action,Comedy,Martial Arts,Seinen",6.99
30383,Classroom☆Crisis,"Drama,Romance,Sci-Fi,School",6.99
7081,Danball Senki,"Action,Mecha,Kids",6.99
49515,Digimon Ghost Game,"Action,Adventure,Comedy,Fantasy",6.99
3312,Dr. Slump,"Comedy,Sci-Fi,Slice of Life,Gag Humor,Shounen",6.99
13163,Furusato Saisei: Nippon no Mukashibanashi,"Supernatural,Historical,Kids",6.99
2130,Kaibutsu Oujo,"Action,Comedy,Horror,Supernatural,Vampire,Shounen",6.99
39531,Kuutei Dragons,"Adventure,Fantasy,Seinen",6.99
33203,Fukumenkei Noise,"Drama,Romance,Music,School,Shoujo",6.98
598,Jinzou Ningen Kikaider The Animation,"Action,Drama,Sci-Fi,Mecha,Shounen",6.98
1025,Kachou Ouji,"Adventure,Comedy,Sci-Fi,Slice of Life,Music,Space",6.98
5968,Kinnikuman II Sei: Ultimate Muscle 2,"Action,Comedy,Sci-Fi,Sports,Combat Sports,Martial Arts,Shounen",6.98
31815,"Kono Danshi, Mahou ga Oshigoto Desu.","Boys Love,Fantasy",6.98
40483,Murenase! Seton Gakuen,"Comedy,Anthropomorphic,School",6.98
3059,Ninja Senshi Tobikage,"Adventure,Sci-Fi,Mecha,Space,Shounen",6.98
3424,Porphy no Nagai Tabi,"Drama,Slice of Life,Historical,Kids",6.98
20047,Sakura Trick,"Comedy,Girls Love,Romance,Slice of Life,School,Seinen",6.98
1236,SF Saiyuuki Starzinger,"Adventure,Sci-Fi,Mecha,Space,Shounen",6.98
8057,Shin Koihime†Musou: Otome Tairan,"Adventure,Comedy,Fantasy,Ecchi,Historical",6.98
342,Starship Operators,"Drama,Sci-Fi,Military,Space",6.98
12321,Thermae Romae,"Comedy,Historical,Time Travel,Seinen",6.98
508,Tottoko Hamtarou,"Adventure,Comedy,Anthropomorphic,Kids",6.98
19023,"Wake Up, Girls!","Drama,Idols (Female),Music",6.98
3691,Watashi to Watashi: Futari no Lotte,"Slice of Life,Kids,Shoujo",6.98
754,Yuki no Joou (TV),"Adventure,Drama,Fantasy,Shoujo",6.98
9712,Maria†Holic Alive,"Comedy,Girls Love,Crossdressing,Parody,School",6.97
2573,Minami no Niji no Lucy,"Adventure,Drama,Slice of Life",6.97
1546,Negima!?,"Adventure,Comedy,Fantasy,Romance,Supernatural,Ecchi,Harem,School",6.97
24211,Orenchi no Furo Jijou,"Comedy,Fantasy,Josei",6.97
35484,Osake wa Fuufu ni Natte kara,"Comedy,Gourmet,Romance,Slice of Life",6.97
607,Otogi Juushi Akazukin,"Adventure,Comedy,Fantasy",6.97
1492,Project ARMS,"Action,Martial Arts,Super Power",6.97
11835,Qin Shi Mingyue: Zhu Zi Bai Jia,"Action,Fantasy,Historical,Martial Arts",6.97
941,Renkin San-kyuu Magical? Pokaan,"Comedy,Ecchi,CGDCT,Gag Humor,Parody,Vampire",6.97
12281,Rinne no Lagrange Season 2,"Action,Comedy,Sci-Fi,Mecha",6.97
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita","Comedy,Fantasy,Slice of Life,Isekai,Reincarnation",6.97
36536,Starmyu 3rd Season,"Slice of Life,Idols (Male),Music,Performing Arts,School",6.97
34009,To Be Hero,Comedy,6.97
5830,Tsurupika Hagemaru-kun,"Comedy,Kids",6.97
33573,BanG Dream!,Music,6.97
6901,Battle Spirits: Shounen Gekiha Dan,"Adventure,Isekai,Military,Strategy Game",6.97
41266,Bessatsu Olympia Kyklos,"Comedy,Slice of Life,Sports,Historical,Seinen",6.97
1929,Futari wa Precure: Max Heart,"Action,Comedy,Fantasy,Mahou Shoujo,Shoujo",6.97
34825,Keppeki Danshi! Aoyama-kun,"Comedy,Sports,Gag Humor,Team Sports,Seinen",6.97
1573,Kishin Douji Zenki,"Action,Comedy,Drama,Fantasy,Horror,Ecchi,Shounen",6.97
48,.hack//Sign,"Adventure,Fantasy,Mystery,Sci-Fi,Video Game",6.96
2554,Ai Shoujo Pollyanna Story,"Drama,Slice of Life,Historical",6.96
31080,Anne Happy♪,"Comedy,Slice of Life,CGDCT,School",6.96
8,Bouken Ou Beet,"Adventure,Fantasy,Supernatural,Shounen",6.96
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,"Comedy,Fantasy,Romance,Ecchi,Harem",6.96
291,D.C.S.S: Da Capo Second Season,"Comedy,Drama,Romance,Supernatural,Harem",6.96
243,Gravitation,"Boys Love,Comedy,Romance,Music,Shoujo",6.96
10507,Inazuma Eleven Go,"Sports,Super Power,Team Sports,Shounen",6.96
17497,Jewelpet Happiness,"Fantasy,Anthropomorphic,Shoujo",6.96
2389,Kagaku Ninja-tai Gatchaman,"Action,Adventure,Sci-Fi,Shounen",6.96
33003,Mahou Shoujo Ikusei Keikaku,"Action,Fantasy,Supernatural,Suspense,Mahou Shoujo,Survival",6.96
3837,Mashin Eiyuuden Wataru,"Adventure,Comedy,Sci-Fi,Mecha,Shounen",6.96
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy,Romance,Otaku Culture",6.96
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy,Romance,Harem,School",6.96
325,Peach Girl,"Drama,Romance,Slice of Life,School,Shoujo",6.96
3667,Strike Witches,"Action,Sci-Fi,Ecchi,Military",6.96
343,Tsukuyomi: Moon Phase,"Comedy,Fantasy,Romance,Vampire,Seinen",6.96
3656,Monochrome Factor,"Action,Boys Love,Supernatural",6.95
1137,Mushrambo,"Adventure,Drama,Fantasy,Sci-Fi,Shounen",6.95
2200,Muteki Choujin Zanbot 3,"Action,Drama,Sci-Fi,Mecha,Shounen",6.95
525,Otogizoushi,"Adventure,Drama,Fantasy,Historical",6.95
37221,Release the Spyce,"Action,School",6.95
35994,Satsuriku no Tenshi,"Adventure,Horror,Suspense,Psychological",6.95
44037,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita","Adventure,Fantasy,Romance,Slice of Life",6.95
39942,Uchi Tama?! Uchi no Tama Shirimasen ka?,"Slice of Life,Iyashikei,Pets",6.95
4415,World Destruction: Sekai Bokumetsu no Rokunin,"Adventure,Fantasy",6.95
1726,Devil May Cry,"Action,Fantasy,Gore,Mythology",6.95
859,Digimon Savers,"Adventure,Comedy,Drama,Fantasy,Shounen",6.95
116,El Hazard: The Wanderers,"Adventure,Comedy,Fantasy,Romance,Isekai",6.95
48857,Healer Girl,Music,6.95
36906,Jashin-chan Dropkick,"Comedy,Supernatural",6.95
2569,Jungle Book Shounen Mowgli,"Adventure,Drama",6.95
41312,Kami-tachi ni Hirowareta Otoko,"Adventure,Fantasy,Slice of Life,Isekai,Iyashikei,Reincarnation",6.95
48239,Leadale no Daichi nite,"Adventure,Fantasy,Isekai,Reincarnation",6.95
5953,Mahou no Princess Minky Momo: Yume wo Dakishimete,"Mahou Shoujo,Shoujo",6.95
157,Mahou Sensei Negima!,"Comedy,Fantasy,Romance,Supernatural,Ecchi,Harem,School,Super Power,Shounen",6.95
9776,A-Channel,"Comedy,Slice of Life,Iyashikei,School,Seinen",6.94
36873,Back Street Girls: Gokudolls,"Comedy,Ecchi,Magical Sex Shift,Organized Crime,Workplace,Seinen",6.94
16157,Choujigen Game Neptune The Animation,"Action,Comedy,Fantasy,Sci-Fi,Supernatural,Parody",6.94
3561,Dennou Boukenki Webdiver,"Adventure,Sci-Fi,Mecha,Shounen",6.94
32686,Keijo!!!!!!!!,"Sports,Ecchi,Combat Sports,Shounen",6.94
5967,Kinnikuman II Sei: Ultimate Muscle,"Action,Comedy,Sci-Fi,Sports,Combat Sports,Martial Arts,Shounen",6.94
16910,Namiuchigiwa no Muromi-san,"Comedy,Fantasy,Slice of Life,Shounen",6.94
3136,Ochamegami Monogatari: Korokoro Pollon,"Comedy,Parody",6.94
1942,Rocket Girls,"Adventure,Sci-Fi,Space",6.94
49160,Shachiku-san wa Youjo Yuurei ni Iyasaretai.,"Comedy,Supernatural,Workplace,Shounen",6.94
32881,Tiger Mask W,"Action,Drama,Sports,Combat Sports,Shounen",6.94
26453,Tribe Cool Crew,"Music,Performing Arts,School",6.94
33478,UQ Holder!: Mahou Sensei Negima! 2,"Action,Fantasy,Sci-Fi,Shounen",6.94
1249,"Zone of the Enders: Dolores, I","Action,Adventure,Comedy,Sci-Fi,Mecha,Military,Space",6.94
10370,Metal Fight Beyblade 4D,"Adventure,Sports,Kids",6.93
621,Night Walker: Mayonaka no Tantei,"Action,Horror,Mystery,Vampire",6.93
162,Pita Ten,"Comedy,Fantasy,Romance,School,Shounen",6.93
28617,Punch Line,"Comedy,Sci-Fi,Supernatural,Ecchi,Super Power",6.93
3493,Ryuusei no Rockman Tribe,Adventure,6.93
1104,Shinkon Gattai Godannar!! 2nd Season,"Comedy,Romance,Sci-Fi,Ecchi,Mecha",6.93
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,"Comedy,Romance,Sci-Fi",6.93
2087,VS Knight Lamune & 40 Fire,"Action,Comedy,Fantasy,Mecha,Shounen",6.93
27655,Aldnoah.Zero Part 2,"Action,Sci-Fi,Mecha,Space",6.93
3079,Aoki Ryuusei SPT Layzner,"Sci-Fi,Mecha,Military,Space",6.93
1668,Bakuten Shoot Beyblade G Revolution,"Action,Adventure,Comedy,Sci-Fi,Sports,Shounen",6.93
750,Binchou-tan,"Comedy,Slice of Life,Iyashikei",6.93
5071,Croket!,"Action,Adventure,Comedy,Fantasy,Kids",6.93
45782,D4DJ Petit Mix,"Comedy,Music",6.93
9314,Fractale,"Adventure,Fantasy,Sci-Fi",6.93
127,Gate Keepers,"Action,Comedy,Fantasy,Sci-Fi,Mecha,Shounen",6.93
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,"Drama,Fantasy,Romance,Reverse Harem,Shoujo",6.93
3654,Macademi Wasshoi!,"Comedy,Fantasy,Romance,Supernatural,Ecchi,Gag Humor,School",6.93
1186,Battle Athletess Daiundoukai (TV),"Action,Adventure,Comedy,Drama,Sci-Fi,Sports,School,Shounen",6.92
38062,Endro~!,"Fantasy,Slice of Life,CGDCT",6.92
16726,gdgd Fairies 2,"Comedy,Fantasy",6.92
456,Gokujou Seitokai,"Comedy,Slice of Life,School",6.92
20945,Iron Kid,"Action,Adventure,Comedy,Sci-Fi",6.92
2757,Juuni Senshi Bakuretsu Eto Ranger,"Action,Comedy,Fantasy",6.92
3653,Kurogane no Linebarrels,"Action,Sci-Fi,Mecha",6.92
34338,Lost Song,"Drama,Fantasy",6.92
1792,Overman King Gainer,"Action,Adventure,Sci-Fi,Mecha,Shounen",6.92
1710,Rockman.EXE,"Action,Adventure,Comedy,Sci-Fi,Mecha,Video Game,Shounen",6.92
4214,Rosario to Vampire Capu2,"Comedy,Fantasy,Romance,Ecchi,Harem,School,Vampire",6.92
7768,Tantei Opera Milky Holmes,"Comedy,Mystery,Super Power",6.92
33037,Tsukiuta. The Animation,"Idols (Male),Music",6.92
2716,Urayasu Tekkin Kazoku,"Comedy,Gag Humor,Shounen",6.92
3737,Usavich,"Adventure,Comedy",6.92
9331,Yumekui Merry,"Action,Supernatural",6.92
8410,Metal Fight Beyblade: Baku,"Adventure,Comedy,Sports,Kids",6.91
31559,Prince of Stride: Alternative,"Sports,School",6.91
789,Shinigami no Ballad.,"Drama,Fantasy,Supernatural,Psychological",6.91
10014,Shouwa Monogatari,"Drama,Historical",6.91
31680,Super Lovers,"Boys Love,Comedy,Drama,Romance,Slice of Life",6.91
4532,Taiyou no Yuusha Fighbird,"Action,Sci-Fi,Mecha",6.91
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,"Slice of Life,Parody,School",6.91
37722,Uchi no Maid ga Uzasugiru!,"Comedy,Girls Love,Slice of Life",6.91
3457,Vampire Knight,"Drama,Mystery,Romance,Supernatural,Love Polygon,Vampire,Shoujo",6.91
5342,Asura Cryin',"Action,Supernatural,Mecha",6.91
579,Battle Programmer Shirase,"Comedy,Sci-Fi,Ecchi",6.91
34901,Beyblade Burst God,"Action,Adventure,Sci-Fi,Sports,Kids",6.91
751,Bomberman Jetters,"Action,Adventure,Comedy,Sci-Fi",6.91
33475,Busou Shoujo Machiavellianism,"Action,Comedy,School,Shounen",6.91
32212,Ensemble Stars!,"Idols (Male),Music,School",6.91
24909,Kaitou Joker,"Adventure,Comedy,Mystery,Kids",6.91
39017,Kyokou Suiri,"Mystery,Romance,Supernatural,Mythology,Shounen",6.91
5274,Magical★Taruruuto-kun,"Adventure,Comedy,Fantasy,Ecchi,Gag Humor,School",6.91
518,Mahou no Princess Minky Momo,"Mahou Shoujo,Shoujo",6.91
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,"Comedy,Supernatural",6.90
37206,Anima Yell!,"Comedy,Sports,CGDCT,School",6.90
3407,Blassreiter,"Action,Sci-Fi",6.90
16385,Dog Days'',"Action,Adventure,Fantasy,Isekai",6.90
2165,Gegege no Kitarou (2007),"Comedy,Fantasy,Horror",6.90
5155,Genji Monogatari Sennenki,"Drama,Romance,Historical",6.90
2230,Hana no Ko Lunlun,"Adventure,Drama,Shoujo",6.90
38161,Kabukichou Sherlock,"Comedy,Drama,Mystery",6.90
968,Kakutou Bijin Wulong: Rebirth,"Action,Comedy,Martial Arts,School,Shounen",6.90
1707,Kinnikuman II Sei,"Action,Comedy,Sci-Fi,Sports,Combat Sports,Martial Arts,Shounen",6.90
44516,Koroshi Ai,"Action,Romance,Adult Cast,Organized Crime,Josei",6.90
2157,Koutetsushin Jeeg,"Sci-Fi,Mecha",6.90
39948,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,"Action,Comedy,Drama,Mystery,Supernatural,Shounen",6.90
4086,Muka Muka Paradise,"Adventure,Comedy",6.90
229,Ninin ga Shinobuden,"Comedy,Martial Arts,Parody",6.90
32962,Occultic;Nine,"Mystery,Sci-Fi",6.90
5440,Ougon Yuusha Goldran,"Action,Adventure,Fantasy,Sci-Fi,Mecha,Shounen",6.90
11227,Rinne no Lagrange,"Action,Comedy,Sci-Fi,Mecha",6.90
419,Samurai Deeper Kyou,"Adventure,Comedy,Supernatural,Historical,Samurai,Shounen",6.90
31229,Servamp,"Action,Comedy,Drama,Supernatural,Vampire,Josei",6.90
42205,Shaman King (2021),"Adventure,Comedy,Supernatural,Super Power,Shounen",6.90
2415,Super Fishing Grander Musashi,"Adventure,Sports,Kids",6.90
39710,Yesterday wo Utatte,"Drama,Romance,Slice of Life,Love Polygon,Seinen",6.90
308,Zettai Shounen,"Drama,Fantasy,Mystery,Sci-Fi,Shounen",6.90
9693,Moshidora,"Drama,Sports,Team Sports",6.89
19365,Samurai Flamenco,"Action,Comedy,Parody,Super Power",6.89
30375,Starmyu,"Slice of Life,Idols (Male),Music,Performing Arts,School",6.89
174,Tenjou Tenge,"Action,Comedy,Ecchi,Martial Arts,School,Super Power,Shounen",6.89
30355,Wakaba*Girl,"Comedy,Slice of Life,CGDCT,School",6.89
244,Agatha Christie no Meitantei Poirot to Marple,"Mystery,Historical",6.89
3359,Amatsuki,"Action,Fantasy,Supernatural,Historical,Mythology,Time Travel,Shoujo",6.89
10155,Dog Days,"Action,Adventure,Fantasy,Isekai",6.89
22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,"Comedy,Slice of Life,Seinen",6.89
1022,Generator Gawl,"Action,Adventure,Comedy,Drama,Sci-Fi,Time Travel,Shounen",6.89
3710,Hakaba Kitarou,"Horror,Supernatural",6.89
40610,Healin' Good♡Precure,"Action,Fantasy,Mahou Shoujo,Shoujo",6.89
37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,"Comedy,Fantasy,Ecchi,Harem,Isekai",6.89
45613,Kawaii dake ja Nai Shikimori-san,"Comedy,Romance,School",6.89
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,"Action,Comedy,Sports,Combat Sports,Shounen",6.89
5039,Kurozuka,"Action,Drama,Horror,Romance,Sci-Fi,Historical,Vampire",6.89
28423,Kyoukai no Rinne (TV),"Comedy,Supernatural,School,Shounen",6.89
873,.hack//Roots,"Adventure,Drama,Fantasy,Sci-Fi,Video Game",6.88
1844,Clamp Gakuen Tanteidan,"Action,Comedy,Mystery,Shoujo",6.88
2595,D.C.II: Da Capo II,"Drama,Romance,Ecchi,School",6.88
29589,Denpa Kyoushi (TV),"Comedy,Romance,Otaku Culture,School,Shounen",6.88
126,Futakoi Alternative,"Comedy,Drama,Romance",6.88
21431,Gokukoku no Brynhildr,"Drama,Mystery,Sci-Fi,Seinen",6.88
2938,Idol Densetsu Eriko,"Idols (Female),Music",6.88
12963,Jewelpet Kira☆Deco!,"Fantasy,Anthropomorphic,Shoujo",6.88
39388,Koisuru Asteroid,"Comedy,Slice of Life,CGDCT,Iyashikei,School",6.88
3162,Makiba no Shoujo Katri,"Adventure,Drama,Slice of Life,Historical",6.88
37926,Nakanohito Genome [Jikkyouchuu],"Comedy,Drama,Video Game",6.88
33019,Reikenzan: Eichi e no Shikaku,"Comedy,Fantasy",6.88
34927,Rilu Rilu Fairilu: Mahou no Kagami,"Fantasy,Slice of Life",6.88
1587,Tenpou Ibun: Ayakashi Ayashi,"Supernatural,Historical,Mythology",6.88
5343,Monkey Punch: Manga Katsudou Daishashin,"Action,Adventure,Comedy,Ecchi,Gag Humor,Parody,Seinen",6.87
3313,Montana Jones,"Adventure,Comedy,Mystery,Historical",6.87
4936,Ninja Hattori-kun,"Comedy,Slice of Life,Martial Arts,Shounen",6.87
41345,Noblesse,"Action,Supernatural,School,Vampire",6.87
37202,Radiant,"Action,Adventure,Fantasy",6.87
538,Shin Tenchi Muyou!,"Comedy,Romance,Sci-Fi,Harem,Shounen",6.87
3631,Aoi Blink,"Adventure,Fantasy",6.87
7817,B-gata H-kei,"Comedy,Romance,Ecchi,School,Seinen",6.87
111,Corrector Yui,"Adventure,Comedy,Sci-Fi",6.87
8394,Cyborg 009 (TV),"Action,Adventure,Sci-Fi,Mecha,Shounen",6.87
17827,Daitoshokan no Hitsujikai,"Romance,Harem,School",6.87
37259,Hanebado!,"Sports,Seinen",6.87
40359,Ikebukuro West Gate Park,"Drama,Mystery,Delinquents",6.87
21671,Keroro,"Comedy,Sci-Fi,Shounen",6.87
2040,Mahou no Angel Sweet Mint,Shoujo,6.87
1214,Binbou Shimai Monogatari,"Comedy,Drama,Slice of Life,Iyashikei,Seinen",6.86
29785,Jitsu wa Watashi wa,"Comedy,Fantasy,Romance,Supernatural,School,Vampire,Shounen",6.86
5914,Kanamemo,"Comedy,Girls Love,Slice of Life,Ecchi,CGDCT",6.86
11079,Kill Me Baby,"Comedy,Gag Humor,School,Seinen",6.86
17741,Kimi no Iru Machi,"Drama,Romance,Slice of Life,Love Polygon,Shounen",6.86
2038,Mahou no Star Magical Emi,"Comedy,Slice of Life,Mahou Shoujo,Performing Arts,Shoujo",6.86
3550,Midori no Makibao,"Comedy,Racing",6.86
31442,Musaigen no Phantom World,"Action,Comedy,Fantasy",6.86
39539,No Guns Life,"Action,Drama,Sci-Fi,Seinen",6.86
6324,Omamori Himari,"Action,Comedy,Fantasy,Romance,Supernatural,Ecchi,Harem,Mythology",6.86
2363,Pokemon Housoukyoku,"Adventure,Comedy,Fantasy,Kids",6.86
6779,Pokonyan!,"Comedy,Fantasy,Kids",6.86
34754,Rilu Rilu Fairilu: Yousei no Door,"Fantasy,Slice of Life",6.86
35905,Ryuuou no Oshigoto!,"Comedy,Slice of Life,Strategy Game",6.86
48761,Saihate no Paladin,"Action,Adventure,Fantasy,Isekai,Reincarnation",6.86
561,Sakura Taisen,"Adventure,Sci-Fi,Mecha,Performing Arts,Shounen",6.86
23201,Sengoku Basara: Judge End,"Action,Historical,Martial Arts,Samurai,Super Power",6.86
3098,Shutsugeki! Machine Robo Rescue,"Action,Sci-Fi,Mecha",6.86
32555,Stella no Mahou,"Comedy,Slice of Life,CGDCT,School,Video Game",6.86
1568,Sumomomo Momomo: Chijou Saikyou no Yome,"Action,Comedy,Romance,Martial Arts,Seinen",6.86
3505,Yuusha Shirei Dagwon,"Action,Adventure,Martial Arts,Mecha,School,Super Power",6.86
11837,Zetman,"Action,Drama,Horror,Romance,Sci-Fi,Supernatural,Seinen",6.86
1897,Zettai Muteki Raijin-Oh,"Adventure,Sci-Fi,Mecha,School",6.86
36982,Micchiri Neko,"Comedy,Kids",6.85
800,NieA Under 7,"Comedy,Sci-Fi,Slice of Life,Iyashikei",6.85
592,PopoloCrois,"Adventure,Fantasy",6.85
6973,Senkou no Night Raid,"Action,Historical,Military,Super Power",6.85
169,Shingetsutan Tsukihime,"Action,Horror,Mystery,Romance,Supernatural,Super Power,Vampire",6.85
5992,Tsuyoshi Shikkari Shinasai,"Comedy,Drama,Romance,Slice of Life,School,Shounen",6.85
15489,Yu☆Gi☆Oh! Zexal Second,"Action,Fantasy,Strategy Game,Shounen",6.85
2404,Zombie-Loan,"Action,Horror,Supernatural,Shounen",6.85
36864,Akkun to Kanojo,"Comedy,Romance,School,Josei",6.85
50248,Birdie Wing: Golf Girls' Story,Sports,6.86
16512,Devil Survivor 2 The Animation,"Action,Supernatural,Mythology,Survival",6.85
3012,Gekitou! Crush Gear Turbo,"Sports,Shounen",6.85
1465,Hakaima Sadamitsu,"Action,Sci-Fi,Mecha,School,Seinen",6.85
2390,Hoshi no Kirby,"Action,Adventure,Comedy,Fantasy,Parody",6.85
38235,Inazuma Eleven: Orion no Kokuin,"Sports,Team Sports",6.85
636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,"Adventure,Comedy,Drama,Martial Arts,Samurai,Shounen",6.85
3349,Kiddy GiRL-AND,"Action,Comedy,Sci-Fi,Super Power",6.85
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,"Adventure,Comedy,Drama,Fantasy,Romance,Sci-Fi,Reverse Harem,Shoujo",6.85
38301,Kouya no Kotobuki Hikoutai,"Action,Adventure,Military",6.85
5834,Kyojin no Hoshi,"Drama,Sports,Team Sports",6.85
36793,3D Kanojo: Real Girl,"Romance,School,Shoujo",6.84
27727,Binan Koukou Chikyuu Boueibu LOVE!,"Comedy,Slice of Life,Parody,School",6.84
36049,Dagashi Kashi 2,"Comedy,Gourmet,Romantic Subtext,Shounen",6.84
